studyName,"Datetime GMT","Latitude dec. deg. (º)","Longitude dec. deg. (º)","Depth (m)","Phosphate (µmol/L)","Silicate (µmol/L)","Nitrite and Nitrate (µmol/L)"
PAL1516,"2016-03-03 11:27:00",-64.7795,-64.0725,0,1.3,61.33,17.38
PAL1516,"2016-03-08 10:25:00",-64.8138333,-64.04166667,65,1.98,71.02,27.95
PAL1516,"2016-03-08 10:25:00",-64.8138333,-64.04166667,50,1.32,63.83,16.81
PAL1516,"2016-03-08 10:25:00",-64.8138333,-64.04166667,35,1.32,62.01,15.09
PAL1516,"2016-03-08 10:25:00",-64.8138333,-64.04166667,20,1.19,60.97,16.74
PAL1516,"2016-03-08 10:25:00",-64.8138333,-64.04166667,10,1.34,61.33,16.53
PAL1516,"2016-03-08 10:25:00",-64.8138333,-64.04166667,5,0.99,64.74,18.07
PAL1516,"2016-03-08 10:25:00",-64.8138333,-64.04166667,0,1.41,62.94,17.42
PAL1516,"2016-03-08 11:39:00",-64.7795,-64.0725,50,1.48,59.37,18.94
PAL1516,"2016-03-08 11:39:00",-64.7795,-64.0725,40,1.37,65,18.04
PAL1516,"2016-03-08 11:39:00",-64.7795,-64.0725,30,1.34,63.14,17.87
PAL1516,"2016-03-08 11:39:00",-64.7795,-64.0725,20,-999,-999,-999
PAL1516,"2016-03-08 11:39:00",-64.7795,-64.0725,10,1.4,62.95,17.07
PAL1516,"2016-03-08 11:39:00",-64.7795,-64.0725,5,1.31,60.99,17.08
PAL1516,"2016-03-08 11:39:00",-64.7795,-64.0725,0,1.27,62.43,15.48
PAL1516,"2016-03-10 09:00:00",-64.8138333,-64.04166667,65,2.15,76.94,29.37
PAL1516,"2016-03-10 09:00:00",-64.8138333,-64.04166667,50,1.9,69.96,23.63
PAL1516,"2016-03-10 09:00:00",-64.8138333,-64.04166667,35,1.34,64.54,4.45
PAL1516,"2016-03-10 09:00:00",-64.8138333,-64.04166667,20,1.21,64.4,14.85
PAL1516,"2016-03-10 09:00:00",-64.8138333,-64.04166667,10,1.18,58.89,13.15
PAL1516,"2016-03-10 09:00:00",-64.8138333,-64.04166667,5,1.35,63.73,16.79
PAL1516,"2016-03-10 09:00:00",-64.8138333,-64.04166667,0,1.21,59.11,4.89
PAL1516,"2016-03-10 10:40:00",-64.7795,-64.0725,50,1.88,67.7,26.51
PAL1516,"2016-03-10 10:40:00",-64.7795,-64.0725,40,1.48,64.59,8.55
PAL1516,"2016-03-10 10:40:00",-64.7795,-64.0725,30,1.48,64.01,18.49
PAL1516,"2016-03-10 10:40:00",-64.7795,-64.0725,20,1.31,58.37,0.05
PAL1516,"2016-03-10 10:40:00",-64.7795,-64.0725,10,1.3,59.43,17.28
PAL1516,"2016-03-10 10:40:00",-64.7795,-64.0725,5,1.21,58.96,16.91
PAL1516,"2016-03-10 10:40:00",-64.7795,-64.0725,0,1.34,60.03,17.02
PAL1516,"2016-03-14 09:20:00",-64.8138333,-64.04166667,65,2.16,79.92,31.04
PAL1516,"2016-03-14 09:20:00",-64.8138333,-64.04166667,50,2.05,72,28.53
PAL1516,"2016-03-14 09:20:00",-64.8138333,-64.04166667,35,1.48,55.78,19.42
PAL1516,"2016-03-14 09:20:00",-64.8138333,-64.04166667,20,1.27,61.79,15.29
PAL1516,"2016-03-14 09:20:00",-64.8138333,-64.04166667,10,1.26,63.56,16.48
PAL1516,"2016-03-14 09:20:00",-64.8138333,-64.04166667,5,1.32,62.57,16.32
PAL1516,"2016-03-14 09:20:00",-64.8138333,-64.04166667,0,1.05,63.16,16.49
PAL1516,"2016-03-14 10:41:00",-64.7795,-64.0725,50,2.12,72.73,29.59
PAL1516,"2016-03-14 10:41:00",-64.7795,-64.0725,40,2.04,71.53,28.26
PAL1516,"2016-03-14 10:41:00",-64.7795,-64.0725,30,1.69,64.75,23.25
PAL1516,"2016-03-14 10:41:00",-64.7795,-64.0725,20,1.37,58.94,17.93
PAL1516,"2016-03-14 10:41:00",-64.7795,-64.0725,10,1.3,61.5,17.37
PAL1516,"2016-03-14 10:41:00",-64.7795,-64.0725,5,1.3,62.05,17.08
PAL1516,"2016-03-14 10:41:00",-64.7795,-64.0725,0,1.44,61.35,17.38
PAL1617,"2016-11-05 14:30:00",-64.773889,-64.054722,6,1.94,68.2,29.99
PAL1617,"2016-11-05 14:30:00",-64.773889,-64.054722,6,1.95,70.36,30.03
PAL1617,"2016-11-05 14:30:00",-64.773889,-64.054722,6,1.95,69.85,31.58
PAL1617,"2016-11-08 09:40:00",-64.773889,-64.054722,6,1.92,70.83,29.78
PAL1617,"2016-11-08 09:40:00",-64.773889,-64.054722,6,1.92,69.67,29.42
PAL1617,"2016-11-08 09:40:00",-64.773889,-64.054722,6,1.93,67.85,29.35
PAL1617,"2016-11-14 15:50:00",-64.7795,-64.0725,50,2.02,72.92,28.85
PAL1617,"2016-11-14 15:50:00",-64.7795,-64.0725,40,2.06,74.06,30.36
PAL1617,"2016-11-14 15:50:00",-64.7795,-64.0725,30,2.07,75.63,30.12
PAL1617,"2016-11-14 15:50:00",-64.7795,-64.0725,20,2.16,74.33,30.6
PAL1617,"2016-11-14 15:50:00",-64.7795,-64.0725,10,2.24,76.93,32.91
PAL1617,"2016-11-14 15:50:00",-64.7795,-64.0725,5,2.3,79.39,32.15
PAL1617,"2016-11-14 15:50:00",-64.7795,-64.0725,0,2.28,80.4,32.68
PAL1617,"2016-11-17 09:30:00",-64.773889,-64.054722,6,1.82,67.05,25.79
PAL1617,"2016-11-17 09:30:00",-64.773889,-64.054722,6,1.81,65.66,25
PAL1617,"2016-11-17 09:30:00",-64.773889,-64.054722,6,1.84,66,25.16
PAL1617,"2016-11-21 09:30:00",-64.773889,-64.054722,6,1.63,65.56,25.23
PAL1617,"2016-11-21 09:30:00",-64.773889,-64.054722,6,1.63,63.46,25.23
PAL1617,"2016-11-21 09:30:00",-64.773889,-64.054722,6,1.63,65.44,25.19
PAL1617,"2016-11-25 10:20:00",-64.8138333,-64.04166667,0,1.94,69.08,27.91
PAL1617,"2016-11-25 10:20:00",-64.8138333,-64.04166667,5,1.94,69.88,28.15
PAL1617,"2016-11-25 10:20:00",-64.8138333,-64.04166667,10,1.81,68.95,27.8
PAL1617,"2016-11-25 10:20:00",-64.8138333,-64.04166667,20,1.88,72.23,29.16
PAL1617,"2016-11-25 10:20:00",-64.8138333,-64.04166667,35,1.91,70.32,29.75
PAL1617,"2016-11-25 10:20:00",-64.8138333,-64.04166667,50,1.99,73.58,30.73
PAL1617,"2016-11-25 10:20:00",-64.8138333,-64.04166667,65,2.01,74.68,31.89
PAL1617,"2016-11-25 12:25:00",-64.7795,-64.0725,0,1.75,67.91,27.34
PAL1617,"2016-11-25 12:25:00",-64.7795,-64.0725,5,1.81,71.06,28.4
PAL1617,"2016-11-25 12:25:00",-64.7795,-64.0725,10,1.86,71.98,28.96
PAL1617,"2016-11-25 12:25:00",-64.7795,-64.0725,20,1.87,72.56,29.06
PAL1617,"2016-11-25 12:25:00",-64.7795,-64.0725,30,1.88,72.9,29.76
PAL1617,"2016-11-25 12:25:00",-64.7795,-64.0725,40,2.07,72.95,30
PAL1617,"2016-11-25 12:25:00",-64.7795,-64.0725,50,1.98,76.06,31.14
PAL1617,"2016-11-28 09:30:00",-64.8138333,-64.04166667,0,1.9,73.71,28.04
PAL1617,"2016-11-28 09:30:00",-64.8138333,-64.04166667,5,1.92,68.36,28.18
PAL1617,"2016-11-28 09:30:00",-64.8138333,-64.04166667,10,1.93,68.67,28.54
PAL1617,"2016-11-28 09:30:00",-64.8138333,-64.04166667,20,1.97,73.3,28.7
PAL1617,"2016-11-28 09:30:00",-64.8138333,-64.04166667,35,2.02,72.04,29.55
PAL1617,"2016-11-28 09:30:00",-64.8138333,-64.04166667,50,2.12,78.15,31.11
PAL1617,"2016-11-28 09:30:00",-64.8138333,-64.04166667,65,2.17,77.43,32.06
PAL1617,"2016-11-28 11:30:00",-64.7795,-64.0725,0,1.89,68.88,27.82
PAL1617,"2016-11-28 11:30:00",-64.7795,-64.0725,5,1.9,71.41,27.75
PAL1617,"2016-11-28 11:30:00",-64.7795,-64.0725,10,1.86,71.46,27.4
PAL1617,"2016-11-28 11:30:00",-64.7795,-64.0725,20,1.94,72.25,28.71
PAL1617,"2016-11-28 11:30:00",-64.7795,-64.0725,30,1.94,72.54,29.94
PAL1617,"2016-11-28 11:30:00",-64.7795,-64.0725,40,1.97,71.96,28.95
PAL1617,"2016-11-28 11:30:00",-64.7795,-64.0725,50,2.01,75.21,29.78
PAL1617,"2016-12-01 09:20:00",-64.8138333,-64.04166667,65,2.09,74,29.8
PAL1617,"2016-12-01 09:20:00",-64.8138333,-64.04166667,50,1.96,71.33,27.8
PAL1617,"2016-12-01 09:20:00",-64.8138333,-64.04166667,35,1.87,67.18,27.4
PAL1617,"2016-12-01 09:20:00",-64.8138333,-64.04166667,20,1.86,69.17,26.73
PAL1617,"2016-12-01 09:20:00",-64.8138333,-64.04166667,10,1.87,69.76,27.57
PAL1617,"2016-12-01 09:20:00",-64.8138333,-64.04166667,5,1.87,71.54,26.85
PAL1617,"2016-12-01 09:20:00",-64.8138333,-64.04166667,0,1.85,69.35,26.51
PAL1617,"2016-12-01 11:10:00",-64.7795,-64.0725,50,2.04,71.89,29.04
PAL1617,"2016-12-01 11:10:00",-64.7795,-64.0725,40,1.95,72.39,28.47
PAL1617,"2016-12-01 11:10:00",-64.7795,-64.0725,30,1.94,72.57,27.81
PAL1617,"2016-12-01 11:10:00",-64.7795,-64.0725,20,1.88,70.94,26.94
PAL1617,"2016-12-01 11:10:00",-64.7795,-64.0725,10,1.83,69.5,26.35
PAL1617,"2016-12-01 11:10:00",-64.7795,-64.0725,5,1.83,69.91,26.55
PAL1617,"2016-12-01 11:10:00",-64.7795,-64.0725,0,1.83,69.31,26.07
PAL1617,"2016-12-06 09:15:00",-64.8138333,-64.04166667,65,2.1,73.54,30.15
PAL1617,"2016-12-06 09:15:00",-64.8138333,-64.04166667,50,2.09,72.72,30.86
PAL1617,"2016-12-06 09:15:00",-64.8138333,-64.04166667,35,1.99,71.37,28.91
PAL1617,"2016-12-06 09:15:00",-64.8138333,-64.04166667,20,1.97,70.15,28.23
PAL1617,"2016-12-06 09:15:00",-64.8138333,-64.04166667,10,1.81,66.86,26.34
PAL1617,"2016-12-06 09:15:00",-64.8138333,-64.04166667,5,1.78,69.44,25.62
PAL1617,"2016-12-06 09:15:00",-64.8138333,-64.04166667,0,1.79,69.79,25.92
PAL1617,"2016-12-06 11:20:00",-64.7795,-64.0725,50,2.09,74.5,30.53
PAL1617,"2016-12-06 11:20:00",-64.7795,-64.0725,40,1.98,69.42,29.1
PAL1617,"2016-12-06 11:20:00",-64.7795,-64.0725,30,1.89,70.02,27.83
PAL1617,"2016-12-06 11:20:00",-64.7795,-64.0725,20,1.88,70.67,27.7
PAL1617,"2016-12-06 11:20:00",-64.7795,-64.0725,10,1.82,68.12,26.42
PAL1617,"2016-12-06 11:20:00",-64.7795,-64.0725,5,1.81,70.35,26.35
PAL1617,"2016-12-06 11:20:00",-64.7795,-64.0725,0,1.76,67.99,25.69
PAL1617,"2016-12-09 09:55:00",-64.7795,-64.0725,50,2.16,78.29,31.32
PAL1617,"2016-12-09 09:55:00",-64.7795,-64.0725,40,2.11,74.56,30.78
PAL1617,"2016-12-09 09:55:00",-64.7795,-64.0725,30,2.03,74.85,29.65
PAL1617,"2016-12-09 09:55:00",-64.7795,-64.0725,20,1.99,73.87,29.15
PAL1617,"2016-12-09 09:55:00",-64.7795,-64.0725,10,1.9,70.29,27.6
PAL1617,"2016-12-09 09:55:00",-64.7795,-64.0725,5,1.81,69.68,26.11
PAL1617,"2016-12-09 09:55:00",-64.7795,-64.0725,0,1.68,65.34,24.27
PAL1617,"2016-12-13 09:40:00",-64.773889,-64.054722,6,1.5,61.54,20.03
PAL1617,"2016-12-13 09:40:00",-64.773889,-64.054722,6,1.52,65.63,20.71
PAL1617,"2016-12-13 09:40:00",-64.773889,-64.054722,6,1.53,64.12,20.82
PAL1617,"2016-12-15 11:15:00",-64.7795,-64.0725,50,2.1,74.1,30.49
PAL1617,"2016-12-15 11:15:00",-64.7795,-64.0725,40,2.06,72.59,30.1
PAL1617,"2016-12-15 11:15:00",-64.7795,-64.0725,30,1.98,70.82,28.93
PAL1617,"2016-12-15 11:15:00",-64.7795,-64.0725,20,1.91,71.05,27.63
PAL1617,"2016-12-15 11:15:00",-64.7795,-64.0725,10,1.42,69.23,19.37
PAL1617,"2016-12-15 11:15:00",-64.7795,-64.0725,5,1.33,64.64,18.05
PAL1617,"2016-12-15 11:15:00",-64.7795,-64.0725,0,1.26,63.7,16.82
PAL1617,"2016-12-19 09:07:00",-64.8138333,-64.04166667,65,2.09,73.96,30.44
PAL1617,"2016-12-19 09:07:00",-64.8138333,-64.04166667,50,2.06,72.47,30.3
PAL1617,"2016-12-19 09:07:00",-64.8138333,-64.04166667,35,2.05,71.87,30.13
PAL1617,"2016-12-19 09:07:00",-64.8138333,-64.04166667,20,1.96,70.91,28.15
PAL1617,"2016-12-19 09:07:00",-64.8138333,-64.04166667,10,1.84,67.45,26.67
PAL1617,"2016-12-19 09:07:00",-64.8138333,-64.04166667,5,1.76,71.69,25.64
PAL1617,"2016-12-19 09:07:00",-64.8138333,-64.04166667,0,1.57,69.53,22.32
PAL1617,"2016-12-19 10:42:00",-64.7795,-64.0725,50,2.16,71.57,31.79
PAL1617,"2016-12-19 10:42:00",-64.7795,-64.0725,40,2.14,74.31,31.27
PAL1617,"2016-12-19 10:42:00",-64.7795,-64.0725,30,2.09,72.66,30.93
PAL1617,"2016-12-19 10:42:00",-64.7795,-64.0725,20,2.07,72.32,30.83
PAL1617,"2016-12-19 10:42:00",-64.7795,-64.0725,10,1.95,69.42,28.47
PAL1617,"2016-12-19 10:42:00",-64.7795,-64.0725,5,1.83,69.84,26.59
PAL1617,"2016-12-19 10:42:00",-64.7795,-64.0725,0,1.74,67.68,25.02
PAL1617,"2016-12-22 09:20:00",-64.8138333,-64.04166667,65,2.06,73.45,29.89
PAL1617,"2016-12-22 09:20:00",-64.8138333,-64.04166667,50,2,71.92,28.19
PAL1617,"2016-12-22 09:20:00",-64.8138333,-64.04166667,35,1.96,72.67,28.72
PAL1617,"2016-12-22 09:20:00",-64.8138333,-64.04166667,20,1.89,69.06,27.77
PAL1617,"2016-12-22 09:20:00",-64.8138333,-64.04166667,10,1.68,71.2,24.78
PAL1617,"2016-12-22 09:20:00",-64.8138333,-64.04166667,5,1.47,68.46,21.14
PAL1617,"2016-12-22 09:20:00",-64.8138333,-64.04166667,0,1.25,67.39,17.93
PAL1617,"2016-12-22 11:07:00",-64.7795,-64.0725,50,1.93,73.1,28.42
PAL1617,"2016-12-22 11:07:00",-64.7795,-64.0725,40,1.89,67.48,27.79
PAL1617,"2016-12-22 11:07:00",-64.7795,-64.0725,30,1.88,70.34,28.02
PAL1617,"2016-12-22 11:07:00",-64.7795,-64.0725,20,1.8,69.87,26.53
PAL1617,"2016-12-22 11:07:00",-64.7795,-64.0725,10,1.52,65.96,18.51
PAL1617,"2016-12-22 11:07:00",-64.7795,-64.0725,5,1.6,69.28,23.51
PAL1617,"2016-12-22 11:07:00",-64.7795,-64.0725,0,1.54,69.38,22.6
PAL1617,"2016-12-26 08:55:00",-64.8138333,-64.04166667,65,1.96,72.45,28.17
PAL1617,"2016-12-26 08:55:00",-64.8138333,-64.04166667,50,1.83,67.65,25.97
PAL1617,"2016-12-26 08:55:00",-64.8138333,-64.04166667,35,1.73,63.61,24.38
PAL1617,"2016-12-26 08:55:00",-64.8138333,-64.04166667,20,1.61,60.56,22.68
PAL1617,"2016-12-26 08:55:00",-64.8138333,-64.04166667,10,1.42,63.43,19.65
PAL1617,"2016-12-26 08:55:00",-64.8138333,-64.04166667,5,1.4,65.71,18.93
PAL1617,"2016-12-26 08:55:00",-64.8138333,-64.04166667,0,1.32,67.56,18.08
PAL1617,"2016-12-26 10:30:00",-64.7795,-64.0725,50,1.81,61,23.89
PAL1617,"2016-12-26 10:30:00",-64.7795,-64.0725,40,1.73,63.88,23.68
PAL1617,"2016-12-26 10:30:00",-64.7795,-64.0725,30,1.61,60.49,22.49
PAL1617,"2016-12-26 10:30:00",-64.7795,-64.0725,20,1.54,59.52,22.08
PAL1617,"2016-12-26 10:30:00",-64.7795,-64.0725,10,1.45,62.02,20.79
PAL1617,"2016-12-26 10:30:00",-64.7795,-64.0725,5,1.46,64.98,20.08
PAL1617,"2016-12-26 10:30:00",-64.7795,-64.0725,0,1.26,62.84,17.14
PAL1617,"2016-12-29 09:05:00",-64.8138333,-64.04166667,65,2.04,72.65,29.28
PAL1617,"2016-12-29 09:05:00",-64.8138333,-64.04166667,50,1.92,66.85,27.15
PAL1617,"2016-12-29 09:05:00",-64.8138333,-64.04166667,35,1.72,63.85,23.8
PAL1617,"2016-12-29 09:05:00",-64.8138333,-64.04166667,20,1.64,65.39,23.09
PAL1617,"2016-12-29 09:05:00",-64.8138333,-64.04166667,10,1.68,70.03,22.29
PAL1617,"2016-12-29 09:05:00",-64.8138333,-64.04166667,5,1.62,67.73,20.8
PAL1617,"2016-12-29 09:05:00",-64.8138333,-64.04166667,0,1.11,66.31,15.1
PAL1617,"2016-12-29 10:35:00",-64.7795,-64.0725,50,1.86,68.82,25.72
PAL1617,"2016-12-29 10:35:00",-64.7795,-64.0725,40,1.75,64.55,24.1
PAL1617,"2016-12-29 10:35:00",-64.7795,-64.0725,30,1.69,62.57,23.52
PAL1617,"2016-12-29 10:35:00",-64.7795,-64.0725,20,1.59,60.64,21.93
PAL1617,"2016-12-29 10:35:00",-64.7795,-64.0725,10,1.2,62.15,15.88
PAL1617,"2016-12-29 10:35:00",-64.7795,-64.0725,5,-999,-999,-999
PAL1617,"2016-12-29 10:35:00",-64.7795,-64.0725,0,1.08,61.33,14.33
PAL1617,"2017-01-02 09:03:00",-64.8138333,-64.04166667,65,2.18,76.58,30.46
PAL1617,"2017-01-02 09:03:00",-64.8138333,-64.04166667,50,1.94,69.84,27.02
PAL1617,"2017-01-02 09:03:00",-64.8138333,-64.04166667,35,1.65,64.51,22.75
PAL1617,"2017-01-02 09:03:00",-64.8138333,-64.04166667,20,1.58,62.07,22.02
PAL1617,"2017-01-02 09:03:00",-64.8138333,-64.04166667,10,1.25,63.72,15.82
PAL1617,"2017-01-02 09:03:00",-64.8138333,-64.04166667,5,1.2,65.61,15.18
PAL1617,"2017-01-02 09:03:00",-64.8138333,-64.04166667,0,1.09,64.95,13.43
PAL1617,"2017-01-02 10:27:00",-64.7795,-64.0725,50,1.94,75.1,29.44
PAL1617,"2017-01-02 10:27:00",-64.7795,-64.0725,40,1.89,69.63,28.17
PAL1617,"2017-01-02 10:27:00",-64.7795,-64.0725,30,1.78,65.07,26.4
PAL1617,"2017-01-02 10:27:00",-64.7795,-64.0725,20,1.56,62.67,23.47
PAL1617,"2017-01-02 10:27:00",-64.7795,-64.0725,10,1.22,60.68,18
PAL1617,"2017-01-02 10:27:00",-64.7795,-64.0725,5,0.95,61.59,13.56
PAL1617,"2017-01-02 10:27:00",-64.7795,-64.0725,0,0.85,59.12,11.16
PAL1617,"2017-01-06 08:50:00",-64.8138333,-64.04166667,65,2.18,76.75,31.76
PAL1617,"2017-01-06 08:50:00",-64.8138333,-64.04166667,50,2.29,82.95,32.94
PAL1617,"2017-01-06 08:50:00",-64.8138333,-64.04166667,35,2.01,71.61,28.69
PAL1617,"2017-01-06 08:50:00",-64.8138333,-64.04166667,20,2.12,79.09,30.41
PAL1617,"2017-01-06 08:50:00",-64.8138333,-64.04166667,10,1.65,69.34,23
PAL1617,"2017-01-06 08:50:00",-64.8138333,-64.04166667,5,1.49,67.88,20.32
PAL1617,"2017-01-06 08:50:00",-64.8138333,-64.04166667,0,1.33,64.4,18.42
PAL1617,"2017-01-06 10:06:00",-64.7795,-64.0725,50,2.13,73.93,30.28
PAL1617,"2017-01-06 10:06:00",-64.7795,-64.0725,40,2.09,70.63,29.66
PAL1617,"2017-01-06 10:06:00",-64.7795,-64.0725,30,1.97,69.7,27.61
PAL1617,"2017-01-06 10:06:00",-64.7795,-64.0725,20,1.71,65.55,24.76
PAL1617,"2017-01-06 10:06:00",-64.7795,-64.0725,10,1.49,61.75,22.63
PAL1617,"2017-01-06 10:06:00",-64.7795,-64.0725,5,1.29,61.68,19.48
PAL1617,"2017-01-06 10:06:00",-64.7795,-64.0725,0,0.95,59.18,13.71
PAL1617,"2017-01-12 11:02:00",-64.8138333,-64.04166667,65,2.08,71.44,29.7
PAL1617,"2017-01-12 11:02:00",-64.8138333,-64.04166667,50,2.03,73.29,28.93
PAL1617,"2017-01-12 11:02:00",-64.8138333,-64.04166667,35,1.89,65.72,26.38
PAL1617,"2017-01-12 11:02:00",-64.8138333,-64.04166667,20,1.83,69.32,27.71
PAL1617,"2017-01-12 11:02:00",-64.8138333,-64.04166667,10,1.48,62.92,21.89
PAL1617,"2017-01-12 11:02:00",-64.8138333,-64.04166667,5,1.45,64.57,23.82
PAL1617,"2017-01-12 11:02:00",-64.8138333,-64.04166667,0,1.41,63.59,20.92
PAL1617,"2017-01-12 09:05:00",-64.7795,-64.0725,50,2.02,70.22,28.25
PAL1617,"2017-01-12 09:05:00",-64.7795,-64.0725,40,1.96,70,27.71
PAL1617,"2017-01-12 09:05:00",-64.7795,-64.0725,30,1.82,68.87,25.96
PAL1617,"2017-01-12 09:05:00",-64.7795,-64.0725,20,1.67,65.35,24.12
PAL1617,"2017-01-12 09:05:00",-64.7795,-64.0725,10,1.42,62.56,21.22
PAL1617,"2017-01-12 09:05:00",-64.7795,-64.0725,5,1.38,62.31,20.63
PAL1617,"2017-01-12 09:05:00",-64.7795,-64.0725,0,1.39,62.51,20.44
PAL1617,"2017-01-16 09:02:00",-64.8138333,-64.04166667,65,2,76.11,28.67
PAL1617,"2017-01-16 09:02:00",-64.8138333,-64.04166667,50,1.98,74.31,28.37
PAL1617,"2017-01-16 09:02:00",-64.8138333,-64.04166667,35,1.78,66.77,25.47
PAL1617,"2017-01-16 09:02:00",-64.8138333,-64.04166667,20,1.7,66.41,24.4
PAL1617,"2017-01-16 09:02:00",-64.8138333,-64.04166667,10,1.56,67.28,23.57
PAL1617,"2017-01-16 09:02:00",-64.8138333,-64.04166667,5,1.36,46.91,14.11
PAL1617,"2017-01-16 09:02:00",-64.8138333,-64.04166667,0,1.28,63.52,19
PAL1617,"2017-01-16 10:33:00",-64.7795,-64.0725,50,2.03,72.1,27.54
PAL1617,"2017-01-16 10:33:00",-64.7795,-64.0725,40,1.91,71.56,26.92
PAL1617,"2017-01-16 10:33:00",-64.7795,-64.0725,30,1.85,69.87,25.36
PAL1617,"2017-01-16 10:33:00",-64.7795,-64.0725,20,1.76,67.65,25.32
PAL1617,"2017-01-16 10:33:00",-64.7795,-64.0725,10,1.5,63.1,22.05
PAL1617,"2017-01-16 10:33:00",-64.7795,-64.0725,5,1.31,62.05,20.2
PAL1617,"2017-01-16 10:33:00",-64.7795,-64.0725,0,1.14,59.08,16.95
PAL1617,"2017-01-19 09:05:00",-64.8138333,-64.04166667,65,1.9,71.41,29.1
PAL1617,"2017-01-19 09:05:00",-64.8138333,-64.04166667,50,1.87,69.14,28.54
PAL1617,"2017-01-19 09:05:00",-64.8138333,-64.04166667,35,1.84,65.71,27.77
PAL1617,"2017-01-19 09:05:00",-64.8138333,-64.04166667,20,1.66,65.28,25.84
PAL1617,"2017-01-19 09:05:00",-64.8138333,-64.04166667,10,1.46,64.43,22.92
PAL1617,"2017-01-19 09:05:00",-64.8138333,-64.04166667,5,1.3,64.03,20.67
PAL1617,"2017-01-19 09:05:00",-64.8138333,-64.04166667,0,1.25,61.3,20.07
PAL1617,"2017-01-19 10:15:00",-64.7795,-64.0725,50,1.8,68.96,27.17
PAL1617,"2017-01-19 10:15:00",-64.7795,-64.0725,40,1.82,64.11,25.55
PAL1617,"2017-01-19 10:15:00",-64.7795,-64.0725,30,1.65,63.51,25.17
PAL1617,"2017-01-19 10:15:00",-64.7795,-64.0725,20,1.63,63.31,23.91
PAL1617,"2017-01-19 10:15:00",-64.7795,-64.0725,10,1.3,59.8,21.36
PAL1617,"2017-01-19 10:15:00",-64.7795,-64.0725,5,1.18,57.83,19.35
PAL1617,"2017-01-19 10:15:00",-64.7795,-64.0725,0,1.22,57.03,19.5
PAL1617,"2017-01-23 09:10:00",-64.8138333,-64.04166667,65,1.76,68.78,25.24
PAL1617,"2017-01-23 09:10:00",-64.8138333,-64.04166667,50,1.1,36.37,10.71
PAL1617,"2017-01-23 09:10:00",-64.8138333,-64.04166667,35,1.42,59.5,21.41
PAL1617,"2017-01-23 09:10:00",-64.8138333,-64.04166667,20,1.38,59.06,20.99
PAL1617,"2017-01-23 09:10:00",-64.8138333,-64.04166667,10,1.34,59.09,20.62
PAL1617,"2017-01-23 09:10:00",-64.8138333,-64.04166667,5,1.33,57.42,20.26
PAL1617,"2017-01-23 09:10:00",-64.8138333,-64.04166667,0,1.23,58.72,19.02
PAL1617,"2017-01-23 10:30:00",-64.7795,-64.0725,50,1.47,62.33,21.83
PAL1617,"2017-01-23 10:30:00",-64.7795,-64.0725,40,1.4,58.59,20.7
PAL1617,"2017-01-23 10:30:00",-64.7795,-64.0725,30,1.32,58.58,20.26
PAL1617,"2017-01-23 10:30:00",-64.7795,-64.0725,20,1.32,57.72,20.53
PAL1617,"2017-01-23 10:30:00",-64.7795,-64.0725,10,1.29,58.08,19.85
PAL1617,"2017-01-23 10:30:00",-64.7795,-64.0725,5,1.26,59.41,19.45
PAL1617,"2017-01-23 10:30:00",-64.7795,-64.0725,0,1.1,60.55,16.41
PAL1617,"2017-01-30 08:59:00",-64.8138333,-64.04166667,65,1.66,59.19,23.8
PAL1617,"2017-01-30 08:59:00",-64.8138333,-64.04166667,50,1.49,57.07,22.22
PAL1617,"2017-01-30 08:59:00",-64.8138333,-64.04166667,35,1.47,55.8,22.08
PAL1617,"2017-01-30 08:59:00",-64.8138333,-64.04166667,20,1.45,56.46,21.84
PAL1617,"2017-01-30 08:59:00",-64.8138333,-64.04166667,10,1.41,59.55,21.27
PAL1617,"2017-01-30 08:59:00",-64.8138333,-64.04166667,5,1.36,57.85,20.36
PAL1617,"2017-01-30 08:59:00",-64.8138333,-64.04166667,0,1.28,57.19,19.45
PAL1617,"2017-01-26 08:46:00",-64.7795,-64.0725,50,1.45,61.38,21.08
PAL1617,"2017-01-26 08:46:00",-64.7795,-64.0725,40,1.45,60.77,21.56
PAL1617,"2017-01-26 08:46:00",-64.7795,-64.0725,30,1.39,59.26,20.62
PAL1617,"2017-01-26 08:46:00",-64.7795,-64.0725,20,1.27,59.08,19.37
PAL1617,"2017-01-26 08:46:00",-64.7795,-64.0725,10,1.08,58.1,16.26
PAL1617,"2017-01-26 08:46:00",-64.7795,-64.0725,5,1.03,60.44,15.76
PAL1617,"2017-01-26 08:46:00",-64.7795,-64.0725,0,0.95,59.72,13.95
PAL1617,"2017-01-30 10:10:00",-64.7795,-64.0725,50,1.55,61.74,22.33
PAL1617,"2017-01-30 10:10:00",-64.7795,-64.0725,40,1.47,59.96,21.32
PAL1617,"2017-01-30 10:10:00",-64.7795,-64.0725,30,1.42,58.9,20.94
PAL1617,"2017-01-30 10:10:00",-64.7795,-64.0725,20,1.34,58.76,19.8
PAL1617,"2017-01-30 10:10:00",-64.7795,-64.0725,10,1.29,58.85,19.53
PAL1617,"2017-01-30 10:10:00",-64.7795,-64.0725,5,1.19,57.03,18.06
PAL1617,"2017-01-30 10:10:00",-64.7795,-64.0725,0,1.2,56.46,17.58
PAL1617,"2017-02-02 08:38:00",-64.8138333,-64.04166667,65,1.76,74.98,26.98
